pH,C0,Time,Dose,Temp,Flow,Chloride,Hardness,Carbonate,NOM,pH_dev,pH_abs_dev,pH_dev_sq,pH_gaussian,pH_optimal,ion_strength,ion_pH_interaction,ion_ratio,high_perf_flag,optimal_pH_score,C0_Dose_ratio,adsorbent_excess,equilibrium_indicator,fouling_impact,flow_time_product,log_C0,log_Dose,log_Time,log_ion_strength,log_NOM,pH_Time_interaction,pH_Dose_interaction,Temp_Time_interaction,C0_Flow_interaction,pH_Temp_interaction,performance_index,stress_indicator,optimal_conditions,residual
8.39,6.54,43,3.78,23.8,1.973,72,490,87,16,1.8900000000000006,1.8900000000000006,3.572100000000002,0.0007894295199561641,0.21871787581198998,649,1226.6100000000004,0.14867617107942974,0.0,0.3699999999999998,1.711340206185567,-0.6613768869161012,0.35537190082644626,4.123711340206186,84.839,1.8931119634883424,1.355835153635182,3.763522997109702,6.476972362889683,2.833213344056216,0.8127000000000002,0.7144200000000002,0.9006371328725461,12.90342,-1.1718000000000002,-0.00018554337891715734,4.19,0.0,-0.2212410844890366
4.67,8.31,18,4.88,34.6,1.318,58,247,92,11,-1.83,1.83,3.3489000000000004,0.0012336228898518265,0.2299432040286049,397,726.51,0.23790322580645162,0.0,0.39,1.6887550200803214,-0.238393459622611,0.1487603305785124,2.2088353413654622,23.724,2.1294214739848565,1.6054298910365614,2.89591193827178,5.986452005284438,2.4849066497880004,-0.32939999999999997,-0.8930400000000001,1.0187758867915884,10.952580000000001,-0.8418000000000003,-4.374857284682283e-05,2.9000000000000004,0.0,-0.7421073275464285
6.13,7.93,117,3.03,27.0,1.163,11,314,46,45,-0.3700000000000001,0.3700000000000001,0.13690000000000008,0.7604841568835895,0.8795848359574281,371,137.27000000000004,0.0380952380952381,1.0,0.8766666666666666,2.5654952076677313,-0.9497746782525718,0.9669421487603306,14.37699680511182,136.071,2.0831845279586703,1.1410330045520618,4.763028270603671,5.918893854273146,3.828641396489095,-0.4329000000000001,-0.11211000000000002,1.2880848486057295,9.22259,0.11100000000000003,-0.6984112864807759,2.04,0.7604841568835895,1.2110575411482811
6.89,3.14,110,4.64,28.5,0.878,89,189,31,27,0.3899999999999997,0.3899999999999997,0.15209999999999976,0.7377133090335349,0.8679802100512111,309,120.5099999999999,0.47368421052631576,1.0,0.8700000000000001,0.6835443037974684,-0.33068075285028165,0.9090909090909091,5.696202531645571,96.58,1.1755733298042381,1.5560371357069849,4.701389043728634,5.736572297479192,3.332204510175204,0.4289999999999996,0.18095999999999984,1.342216107374015,2.75692,-0.058499999999999955,-0.22177053856261983,1.7399999999999998,0.7377133090335349,0.9048855460074784
4.54,7.51,97,4.91,20.7,0.792,66,408,66,4,-1.96,1.96,3.8415999999999997,0.00046049894189605014,0.20654329147389294,540,1058.4,0.16381418092909536,0.0,0.3466666666666667,1.5189620758483033,-0.22685754796915208,0.8016528925619835,0.7984031936127745,76.824,2.0294631718735943,1.6114359150967734,4.575741375297279,6.293419278846481,1.6094379124341003,-1.9012,-0.96236,0.9490882680848084,5.94792,1.8228000000000002,-8.374680246024724e-05,3.68,0.0,-0.8617389814044651
8.63,3.61,118,0.88,31.6,1.581,98,158,33,15,2.130000000000001,2.130000000000001,4.536900000000004,0.00011463011552845347,0.1806064765482489,289,615.5700000000003,0.6226415094339622,0.0,0.2899999999999997,3.7857142857142856,-1.7765150134171208,0.9752066115702479,15.306122448979592,186.558,1.3110318766193438,-0.020202707317519466,4.771531723203316,5.66988092298052,2.772588722239781,2.5134000000000007,0.18744000000000008,1.5102030238232433,5.707409999999999,0.34080000000000044,-0.0001985931430138208,2.5100000000000007,0.0,0.5074341885575913
3.53,4.31,96,4.97,24.6,0.729,30,312,54,44,-2.97,2.97,8.820900000000002,2.1790320053649933e-08,0.101823661782525,396,1176.1200000000001,0.09904153354632587,0.0,0.009999999999999898,0.8698224852071006,-0.2037857246622346,0.7933884297520661,8.678500986193296,69.984,1.4838746894587544,1.6233408176030917,4.565389315976247,5.983936280687191,3.8066624897703196,-2.8512,-1.47609,1.1253789007118322,3.14199,1.6037999999999997,-3.5230858811941088e-09,3.465,0.0,-0.1006394313966532
5.29,5.43,46,1.35,26.9,1.463,5,251,2,27,-1.21,1.21,1.4641,0.05349323936898553,0.4058276855647092,258,312.18,0.023809523809523808,0.0,0.5966666666666667,3.813793103448275,-1.595785730846266,0.38016528925619836,18.620689655172413,67.298,1.7101878155342434,0.3715635564324832,3.8308129500026027,5.556828061699537,3.332204510175204,-0.5566,-0.16335,1.0356897048600056,7.94409,0.37510000000000016,-0.03245233398149965,1.895,0.0,-0.6671061293501914
3.3,1.28,102,0.85,24.4,1.234,40,33,90,21,-3.2,3.2,10.240000000000002,1.2754076295260396e-09,0.0889679715302491,163,521.6,1.2058823529411764,0.0,-0.06666666666666665,1.4526315789473687,-1.7880509250705796,0.8429752066115702,22.105263157894736,125.868,0.3220834991691134,-0.05129329438755058,4.625952725170619,5.099866427824199,3.091042453358316,-3.2640000000000002,-0.272,1.130873873128031,1.57952,1.7920000000000005,-1.922399725332589e-09,2.415,0.0,0.7769742112579485
5.55,8.35,66,1.37,31.3,1.642,55,426,0,22,-0.9500000000000002,0.9500000000000002,0.9025000000000003,0.1644744565771548,0.5256241787122207,481,456.9500000000001,0.13114754098360656,0.0,0.6833333333333333,5.74829931972789,-1.5880951230772933,0.5454545454545454,14.965986394557822,108.372,2.134166441369082,0.38526240079064505,4.191168746857641,6.1779441140506,3.1354942159291497,-0.6270000000000001,-0.13015000000000004,1.3160687898693724,13.7107,-0.1235000000000001,-0.14247331765143684,2.88,0.0,-0.1533412997587131
4.26,6.72,46,2.25,39.1,0.666,0,124,83,7,-2.24,2.24,5.017600000000001,4.3829651269463045e-05,0.16617920765753788,207,463.68000000000006,0.008,0.0,0.2533333333333333,2.9021276595744676,-1.2497083812425012,0.38016528925619836,2.978723404255319,30.636000000000003,1.9198594718553705,0.8544153281560676,3.8308129500026027,5.337538079701318,2.0794415416798357,-1.0304,-0.5040000000000001,1.505407712268633,4.47552,-2.0384,-2.0823280965005487e-05,2.1550000000000002,0.0,-0.056784405030573
8.88,2.57,66,1.05,31.7,1.107,42,319,98,6,2.380000000000001,2.380000000000001,5.664400000000004,1.2021666434368874e-05,0.1500510173458975,459,1092.4200000000003,0.134375,0.0,0.20666666666666644,2.321739130434782,-1.7111448473808542,0.5454545454545454,5.217391304347825,73.062,0.9820784724121582,0.13976194237515882,4.191168746857641,6.131226489483141,1.9459101490553132,1.5708000000000004,0.2499000000000001,1.3328875603469361,2.8449899999999997,0.40459999999999996,-1.1220443223328181e-05,3.4850000000000003,0.0,0.116596016242183
8.2,3.42,33,4.76,38.0,1.86,83,283,20,12,1.6999999999999993,1.6999999999999993,2.8899999999999975,0.003088715408236785,0.25706940874036005,386,656.1999999999997,0.29577464788732394,0.0,0.43333333333333357,0.7242798353909465,-0.28453710623644635,0.2727272727272727,2.469135802469136,61.38,1.2584609896100056,1.5810384379124023,3.4995332823830174,5.958424693029782,2.5649493574615367,0.5609999999999998,0.8091999999999997,1.3400169993541413,6.3612,1.3599999999999994,-0.00023968749388571424,2.7799999999999994,0.0,-0.4168137049344791
3.23,5.15,50,3.14,37.4,1.512,91,139,90,2,-3.27,3.27,10.6929,5.15543207139699e-10,0.08552198342583961,320,1046.4,0.6571428571428571,0.0,-0.09000000000000008,1.6203703703703702,-0.9074763355232226,0.4132231404958678,0.6172839506172839,75.6,1.6582280766035324,1.1755733298042381,3.914021008090819,5.771441123130016,1.0986122886681098,-1.635,-1.02678,1.4705027866388978,7.7868,-2.4197999999999995,-1.9332366133017508e-10,3.2350000000000003,0.0,0.5195183843357358
3.2,7.33,114,1.08,29.8,1.287,16,175,15,3,-3.3,3.3,10.889999999999999,3.4758912812399344e-10,0.08410428931875527,206,679.8,0.09659090909090909,0.0,-0.09999999999999987,6.296610169491524,-1.6996089357273951,0.9421487603305785,2.5423728813559316,146.718,2.005525858729668,0.16551443847757352,4.73707525686803,5.332718793265369,1.3862943611198906,-3.762,-0.3564,1.4139897742522487,9.43371,0.06599999999999975,-5.565890664943854e-10,2.6799999999999997,0.0,1.090241817838201
5.82,6.05,35,1.74,21.9,1.355,86,308,76,21,-0.6799999999999997,0.6799999999999997,0.4623999999999996,0.3966107332899653,0.6838074398249454,470,319.59999999999985,0.2815533980582524,0.0,0.7733333333333334,3.3423913043478257,-1.445818879351301,0.2892561983471074,11.41304347826087,47.425,1.8164520818184264,0.6097655716208943,3.55820113047182,6.154858094016418,3.091042453358316,-0.2379999999999999,-0.11831999999999995,0.7847906475218881,8.19775,0.5507999999999998,-0.1658673967606598,2.69,0.0,-0.0101662013488565
5.54,9.15,29,1.09,38.1,1.387,1,60,39,16,-0.96,0.96,0.9216,0.15831002262193877,0.5203996669442131,100,96.0,0.03278688524590164,0.0,0.6799999999999999,7.773109243697478,-1.695763631842909,0.2396694214876033,13.445378151260503,40.223,2.224623551524334,0.17395330712343815,3.370738174177447,4.61512051684126,2.833213344056216,-0.2784,-0.10464,1.2958562024132811,12.69105,-0.7776000000000001,-0.0643407850300566,0.98,0.0,0.1804118458261667
4.74,6.73,112,3.74,35.4,0.776,95,212,41,47,-1.7599999999999998,1.7599999999999998,3.0975999999999995,0.0020391953198422826,0.24404529480671613,348,612.4799999999999,0.4507042253521127,0.0,0.41333333333333344,1.7786458333333333,-0.6767581024540461,0.9256198347107438,12.239583333333332,86.912,1.9213246735826988,1.3454723665996355,4.719391330078114,5.855071922202427,3.871201010907891,-1.9711999999999998,-0.6582399999999999,1.6734952878241685,5.222480000000001,-0.9503999999999996,-0.0012773942064565216,2.62,0.0,-0.9911983785618856
5.27,9.12,83,1.48,30.9,0.541,78,23,38,12,-1.2300000000000004,1.2300000000000004,1.512900000000001,0.048518990547353896,0.3979465955668748,139,170.97000000000006,3.2916666666666665,0.0,0.5899999999999999,5.835443037974683,-1.545796780347944,0.6859504132231405,7.594936708860759,44.903000000000006,2.221375037568502,0.4574248470388755,4.420044701861403,4.941642422609304,2.5649493574615367,-1.0209000000000004,-0.18204000000000006,1.3691223908425838,4.93392,-0.11069999999999987,-0.05144662353742194,1.31,0.0,-0.3231797673885808
7.57,8.17,24,3.83,31.0,1.19,65,3,94,32,1.0700000000000003,1.0700000000000003,1.1449000000000007,0.1012867171717183,0.46622220150123533,162,173.34000000000003,16.5,0.0,0.6433333333333333,2.104325699745547,-0.6421503674936697,0.19834710743801653,8.142493638676845,28.56,2.1126345090356,1.3686394258811698,3.1822118404966093,5.093750200806762,3.4965075614664802,0.2568000000000001,0.4098100000000001,0.9978515057091422,9.722299999999999,0.10700000000000003,-0.012900754245430671,1.3450000000000002,0.0,-0.420498975924148
4.65,3.93,38,1.58,36.2,1.815,42,182,14,45,-1.8499999999999996,1.8499999999999996,3.4224999999999985,0.0010647662366679233,0.22611644997173552,238,440.2999999999999,0.23497267759562843,0.0,0.3833333333333334,2.3988095238095237,-1.5073437415030815,0.3140495867768595,26.785714285714285,68.97,1.3937663759585917,0.5187937934151676,3.6402142821326553,5.476463551931511,3.828641396489095,-0.7029999999999998,-0.29229999999999995,1.326209315898932,7.13295,-1.1470000000000002,-0.0005040397642495616,2.1149999999999998,0.0,-0.9521450992203092
7.0,8.18,49,3.26,22.9,1.659,96,102,58,24,0.5,0.5,0.25,0.6065306597126334,0.8,256,128.0,0.941747572815534,1.0,0.8333333333333334,2.464285714285714,-0.8613326889093875,0.4049586776859504,7.142857142857143,81.291,2.1138429683971682,1.2119409739751128,3.893859034800475,5.54907608489522,3.2188758248682006,0.245,0.16299999999999998,0.8958532682430453,13.57062,-0.3550000000000001,-0.21156040923782723,1.53,0.6065306597126334,0.4053300005809968
4.19,9.54,65,0.7,28.2,1.333,80,114,10,34,-2.3099999999999996,2.3099999999999996,5.336099999999998,2.3180480295796795e-05,0.15782579189091087,204,471.2399999999999,0.7043478260869566,0.0,0.2300000000000001,12.049999999999999,-1.8457304833378736,0.5371900826446281,42.5,86.645,2.265921108622454,-0.22314355131420985,4.175924549214524,5.3230099791384085,3.5553480614894135,-1.5014999999999998,-0.16169999999999995,1.1814826372514518,12.716819999999998,0.4158000000000001,-2.298363422746884e-05,2.175,0.0,0.0374725594635267
4.75,1.2,21,1.16,29.1,1.319,56,77,45,7,-1.75,1.75,3.0625,0.002187491118182885,0.24615384615384617,178,311.5,0.7307692307692307,0.0,0.41666666666666663,1.0317460317460319,-1.6688465046515049,0.17355371900826447,5.555555555555555,27.698999999999998,0.26236426446749106,0.23111172096338664,3.0492730404820207,5.187385805840755,2.0794415416798357,-0.3675,-0.20299999999999999,0.89949335392727,1.5828,0.15749999999999975,-0.0006335729341921497,1.7650000000000001,0.0,-0.7852827485063067
3.03,3.53,23,4.74,38.8,1.013,46,309,62,2,-3.47,3.47,12.0409,3.4786212506325875e-11,0.07668182410723186,417,1446.99,0.15161290322580645,0.0,-0.15666666666666673,0.75,-0.29222771400541875,0.19008264462809918,0.4132231404958678,23.299,1.2892326482767593,1.5769147207285403,3.139832617527748,6.035481432524756,1.0986122886681098,-0.7981,-1.6447800000000001,1.2330848861750028,3.5758899999999993,-3.053599999999999,-1.932284241913201e-12,3.8200000000000003,0.0,0.8959281165751913
5.32,1.17,32,4.58,36.9,1.349,82,362,96,37,-1.1799999999999997,1.1799999999999997,1.3923999999999994,0.061741436083429156,0.4179903026249792,540,637.1999999999998,0.22865013774104684,0.0,0.6066666666666667,0.2713675213675214,-0.3537525761571992,0.2644628099173554,7.905982905982906,43.168,0.23901690047049992,1.5432981099295553,3.4688560301359703,6.293419278846481,3.6375861597263857,-0.37759999999999994,-0.5404399999999999,1.2902112901811313,1.5783299999999998,-0.8141999999999996,-0.005776183026818676,3.29,0.0,-0.4894017353002997
3.81,1.01,48,3.69,34.0,1.182,98,206,56,33,-2.69,2.69,7.2360999999999995,5.185652362136108e-07,0.1214166899381989,360,968.4,0.4782608695652174,0.0,0.10333333333333339,0.2928759894459103,-0.6959846218764776,0.39669421487603307,8.70712401055409,56.736,0.10436001532424286,1.332366019094335,3.8732821771117156,5.8888779583328805,3.5263605246161616,-1.2912000000000001,-0.99261,1.323218901357613,1.1938199999999999,-1.076,-1.4317226969034694e-07,3.145,0.0,-0.1410634820327052
4.44,1.79,24,3.9,35.7,1.443,9,449,65,29,-2.0599999999999996,2.0599999999999996,4.243599999999998,0.00020608950360827944,0.19070867343046768,523,1077.3799999999999,0.022222222222222223,0.0,0.31333333333333346,0.47250000000000003,-0.6152332403022659,0.19834710743801653,7.25,34.632000000000005,0.6365768290715511,1.3862943611198906,3.1822118404966093,6.261491684321042,3.4011973816621555,-0.4943999999999999,-0.8033999999999999,1.1491386694779477,2.58297,-1.1742000000000004,-2.5149047225892355e-05,3.645,0.0,-0.6064937232393683
3.5,9.28,117,1.27,38.2,1.09,88,139,70,9,-3.0,3.0,9.0,1.522997974471263e-08,0.1,297,891.0,0.6357142857142857,0.0,0.0,6.846715328467152,-1.6265481619221562,0.9669421487603306,6.56934306569343,127.53000000000002,2.238579763018133,0.3148107398400336,4.763028270603671,5.697093486505405,2.302585092994046,-3.51,-0.381,1.8224015265458844,10.1152,-2.460000000000001,-2.395337669839056e-08,2.9850000000000003,0.0,0.5102312225848702
5.7,3.02,90,3.68,27.4,1.009,7,419,77,32,-0.7999999999999998,0.7999999999999998,0.6399999999999997,0.2780373004531943,0.6097560975609757,503,402.3999999999999,0.01904761904761905,0.0,0.7333333333333334,0.8253968253968254,-0.6998299257609638,0.743801652892562,8.465608465608465,90.80999999999999,1.1378330018213911,1.3297240096314964,4.500920164614292,6.222576268071369,3.4965075614664802,-0.7199999999999999,-0.29439999999999994,1.2359755047856167,3.0471799999999996,0.20800000000000005,-0.1447280504144165,2.915,0.0,-0.4284723329085969
3.36,5.49,62,3.94,39.4,1.809,59,162,76,40,-3.14,3.14,9.8596,2.729356417628663e-09,0.09208442299900549,297,932.58,0.36809815950920244,0.0,-0.046666666666666634,1.3836633663366336,-0.5998520247643208,0.512396694214876,9.900990099009901,112.158,1.7209792871670078,1.3962446919730587,4.128745988939433,5.697093486505405,3.713572066704308,-1.9468,-1.23716,1.6323950821982638,9.93141,-2.9516,-8.389009781150321e-10,3.055,0.0,0.2586443406624239
4.28,2.36,33,3.84,28.7,0.879,90,111,60,24,-2.2199999999999998,2.2199999999999998,4.928399999999999,5.2389728858569544e-05,0.1686795762769044,261,579.42,0.8125,0.0,0.2600000000000001,0.6243654822335025,-0.6383050636091836,0.2727272727272727,6.091370558375635,29.007,0.9001613499442714,1.3711807233098425,3.4995332823830174,5.568344503761097,3.2188758248682006,-0.7325999999999999,-0.8524799999999999,1.0120654705648382,2.07444,0.28860000000000013,-9.120171603146485e-06,2.415,0.0,-0.7734183911757033
3.14,9.43,39,4.43,22.2,1.605,93,383,57,17,-3.36,3.36,11.289599999999998,1.5630685836019134e-10,0.08136961333159747,533,1790.8799999999999,0.24479166666666666,0.0,-0.11999999999999988,2.1037527593818988,-0.41143213442449345,0.32231404958677684,3.7527593818984553,62.595,2.254444717666111,1.5107219394949425,3.66612246699132,6.280395838960195,2.8903717578961645,-1.3104,-1.4884799999999998,0.8189312388132939,15.13515,2.6208,-2.0727908347541317e-11,4.345,0.0,0.6476371674805441
3.54,5.31,75,3.59,33.1,1.004,100,334,32,18,-2.96,2.96,8.7616,2.453414539715462e-08,0.10244222258646124,466,1379.36,0.30149253731343284,0.0,0.013333333333333308,1.4661246612466123,-0.7344376607213404,0.6198347107438017,4.878048780487805,75.3,1.68824909285839,1.3056264580524357,4.318820558770089,6.1463292576688975,2.9444389791664403,-2.22,-1.06264,1.4334727356347756,5.331239999999999,-0.9176000000000004,-1.116867790492778e-08,3.81,0.0,-0.1974821905005042
5.38,5.97,35,4.79,20.7,0.744,17,413,5,43,-1.12,1.12,1.2544000000000002,0.08136581966452526,0.44357700496806235,435,487.20000000000005,0.043478260869565216,0.0,0.6266666666666667,1.2413087934560327,-0.27300119458298744,0.2892561983471074,8.793456032719837,26.04,1.8033586050714068,1.5871923034867805,3.55820113047182,6.077642243349034,3.784189633918261,-0.392,-0.5364800000000001,0.7417884202604148,4.44168,1.0416000000000003,-0.006425238089523771,2.735,0.0,-0.4035504628091049
7.97,8.82,59,0.95,29.5,1.701,35,42,63,27,1.4699999999999998,1.4699999999999998,2.1608999999999994,0.013275965284957057,0.31636559207820564,140,205.79999999999995,0.8372093023255814,0.0,0.51,8.495238095238095,-1.7495978862257167,0.48760330578512395,25.71428571428571,100.35900000000001,2.188295946591918,0.04879016416943205,4.079230924412053,4.948759890378168,3.332204510175204,0.8672999999999998,0.13964999999999997,1.2078316458555196,15.002820000000002,-0.07349999999999998,-0.011325854935618551,1.4349999999999998,0.0,0.0799241188814567
4.03,3.34,89,0.74,27.7,1.941,68,82,47,46,-2.4699999999999998,2.4699999999999998,6.100899999999998,5.0214089314693395e-06,0.14082721908490475,197,486.59,0.8313253012048193,0.0,0.17666666666666675,4.095238095238095,-1.8303492677999285,0.7355371900826446,54.761904761904766,172.749,1.235471471385307,-0.1743533871447778,4.489759334476764,5.288267030694535,3.8501476017100584,-2.1982999999999997,-0.18278,1.2464472786814833,6.48294,0.5681,-6.760272415970781e-06,2.2199999999999998,0.0,-0.0693539035159482
7.34,5.25,40,3.87,37.1,1.046,71,137,6,27,0.8399999999999999,0.8399999999999999,0.7055999999999998,0.24385048692652475,0.5863039399624767,214,179.75999999999996,0.5217391304347826,0.0,0.72,1.3476070528967252,-0.6267691519557246,0.3305785123966942,6.801007556675063,41.84,1.6770965609079151,1.3787660946990992,3.6913763343125234,5.3706380281276624,3.332204510175204,0.33599999999999997,0.3250799999999999,1.3777352367472984,5.4915,0.5964,-0.05052494641154659,1.49,0.0,0.2739858296625446
